frame.len,ip.hdr_len,ip.len,ip.ttl,ip.proto,tcp.len,tcp.seq,tcp.ack,tcp.hdr_len,tcp.options.timestamp.tsval,tcp.options.timestamp.tsecr,tcp.analysis.bytes_in_flight,tcp.analysis.push_bytes_sent,tcp.time_delta,udp.length,udp.stream,icmp.type,icmp.seq,icmp.seq_le,icmp.resp_to,data.len,arp.hw.size,arp.proto.size,Status
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,14110,7735,1198,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,14366,7736,1199,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,14622,7737,1200,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,14878,7738,1201,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,15134,7739,1202,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,15390,7740,1209,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,15646,7741,1210,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,15902,7742,1211,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,16158,7743,1212,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,16414,7744,1213,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,16670,7745,1214,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,16926,7746,1219,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,17182,7747,1220,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,17438,7748,1223,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,17694,7749,1224,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,17950,7750,1225,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,18206,7751,1229,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,18462,7752,1230,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,18718,7753,1231,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,18974,7754,1234,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,19230,7755,1235,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,19486,7756,1236,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,19742,7757,1241,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,19998,7758,1243,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,20254,7759,1244,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,20510,7760,1245,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,20766,7761,1249,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,21022,7762,1250,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,21278,7763,1254,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,21534,7764,1255,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,21790,7765,1257,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,22046,7766,1258,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,22302,7767,1259,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,22558,7768,1262,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,22814,7769,1263,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,23070,7770,1266,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,23326,7771,1267,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,23582,7772,1270,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,23838,7773,1271,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,24094,7774,1275,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,24350,7775,1278,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,24606,7776,1279,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,24862,7777,1282,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,25118,7778,1285,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,25374,7779,1286,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,25630,7780,1287,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,25886,7781,1288,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,26142,7782,1291,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,26398,7783,1292,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,26654,7784,1295,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,26910,7785,1298,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,27166,7786,1299,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,27422,7787,1300,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,27678,7788,1304,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,27934,7789,1305,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,28190,7790,1309,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,28446,7791,1310,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,28702,7792,1311,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,28958,7793,1312,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,29214,7794,1313,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,29470,7795,1316,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,29726,7796,1317,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,29982,7797,1321,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,30238,7798,1324,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,30494,7799,1325,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,30750,7800,1326,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,31006,7801,1327,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,31262,7802,1328,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,31518,7803,1329,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,31774,7804,1330,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,32030,7805,1331,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,32286,7806,1340,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,32542,7807,1341,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,32798,7808,1343,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,33054,7809,1344,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,33310,7810,1345,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,33566,7811,1348,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,33822,7812,1352,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,34078,7813,1353,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,34334,7814,1354,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,34590,7815,1356,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,34846,7816,1360,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,35102,7817,1361,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,35358,7818,1363,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,35614,7819,1366,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,35870,7820,1369,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,36126,7821,1370,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,36382,7822,1371,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,36638,7823,1372,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,36894,7824,1376,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,37150,7825,1377,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,37406,7826,1379,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,37662,7827,1380,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,37918,7828,1383,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,38174,7829,1386,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,38430,7830,1387,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,38686,7831,1388,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,38942,7832,1391,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,39198,7833,1392,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,39454,7834,1395,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,39710,7835,1396,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,39966,7836,1399,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,40222,7837,1400,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,40478,7838,1401,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,40734,7839,1404,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,40990,7840,1405,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,41246,7841,1406,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,41502,7842,1410,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,41758,7843,1411,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,42014,7844,1412,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,42270,7845,1416,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,42526,7846,1417,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,42782,7847,1418,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,43038,7848,1424,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,43294,7849,1425,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,43550,7850,1427,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,43806,7851,1428,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,44062,7852,1429,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,44318,7853,1433,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,44574,7854,1436,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,44830,7855,1437,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,45086,7856,1438,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,45342,7857,1439,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,45598,7858,1440,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,45854,7859,1441,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,46110,7860,1442,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,46366,7861,1450,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,46622,7862,1451,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,46878,7863,1452,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,47134,7864,1453,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,47390,7865,1454,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,47646,7866,1457,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,47902,7867,1458,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,48158,7868,1462,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,48414,7869,1466,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,48670,7870,1469,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,48926,7871,1470,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,49182,7872,1471,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,49438,7873,1472,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,49694,7874,1475,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,49950,7875,1476,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,50206,7876,1479,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,50462,7877,1482,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,50718,7878,1485,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,50974,7879,1486,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,51230,7880,1487,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,51486,7881,1488,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,51742,7882,1491,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,51998,7883,1492,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,52254,7884,1495,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,52510,7885,1498,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,52766,7886,1501,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,53022,7887,1502,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,53278,7888,1503,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,53534,7889,1506,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,53790,7890,1507,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,54046,7891,1508,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,54302,7892,1511,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,54558,7893,1512,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,54814,7894,1515,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,55070,7895,1516,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,55326,7896,1517,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,55582,7897,1520,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,55838,7898,1524,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,56094,7899,1525,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,56350,7900,1527,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,56606,7901,1528,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,56862,7902,1531,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,57118,7903,1532,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,57374,7904,1535,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,57630,7905,1538,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,57886,7906,1539,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,58142,7907,1541,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,58398,7908,1542,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,58654,7909,1543,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,58910,7910,1544,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,59166,7911,1549,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,59422,7912,1550,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,59678,7913,1552,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,59934,7914,1553,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,60190,7915,1554,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,60446,7916,1558,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,60702,7917,1559,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,60958,7918,1563,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,61214,7919,1564,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,61470,7920,1565,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,61726,7921,1566,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,61982,7922,1570,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,62238,7923,1571,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,62494,7924,1575,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,62750,7925,1578,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,63006,7926,1580,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,63262,7927,1581,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,63518,7928,1585,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,63774,7929,1586,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,64030,7930,1587,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,64286,7931,1588,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,64542,7932,1589,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,64798,7933,1590,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,65054,7934,1595,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,65310,7935,1596,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,31,7936,1599,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,287,7937,1600,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,543,7938,1603,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,799,7939,1604,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,1055,7940,1605,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,1311,7941,1608,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,1567,7942,1609,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,1823,7943,1613,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,2079,7944,1614,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,2335,7945,1615,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,2591,7946,1617,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,2847,7947,1618,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,3103,7948,1623,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,3359,7949,1624,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,3615,7950,1627,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,3871,7951,1630,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,4127,7952,1632,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,4383,7953,1633,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,4639,7954,1635,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,4895,7955,1636,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,5151,7956,1639,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,5407,7957,1642,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,5663,7958,1643,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,5919,7959,1644,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,6175,7960,1647,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,6431,7961,1648,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,6687,7962,1651,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,6943,7963,1652,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,7199,7964,1653,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,7455,7965,1654,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,7711,7966,1657,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,7967,7967,1662,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,8223,7968,1663,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,8479,7969,1664,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,8735,7970,1665,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,8991,7971,1667,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,9247,7972,1668,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,9503,7973,1669,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,9759,7974,1674,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,10015,7975,1675,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,10271,7976,1679,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,10527,7977,1680,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,10783,7978,1681,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,11039,7979,1685,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,11295,7980,1686,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,11551,7981,1687,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,11807,7982,1689,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,12063,7983,1690,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,12319,7984,1691,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,12575,7985,1696,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,12831,7986,1700,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,13087,7987,1701,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,13343,7988,1702,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,13599,7989,1703,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,13855,7990,1704,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,14111,7991,1709,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,14367,7992,1710,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,14623,7993,1713,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,14879,7994,1714,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,15135,7995,1715,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,15391,7996,1716,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,15647,7997,1717,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,15903,7998,1718,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,16159,7999,1719,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,16415,8000,1720,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,16671,8001,1725,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,16927,8002,1730,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,17183,8003,1734,0,0,0,1
60,20,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,17439,8004,1735,0,0,0,1
